Class,IDEAS:Type,Class,IDEAS:Type,,Class,IDEAS:Type,Generalization,IDEAS:superSubtype,to,Subtype Of,Add Supertype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:Type,Class,IDEAS:Type,,Class,IDEAS:Type,Generalization,IDEAS:superSubtype,from,Supertype Of,Add Subtype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:TupleType,Class,IDEAS:TupleType,,Class,IDEAS:TupleType,Generalization,IDEAS:superSubtype,to,Subtype Of,Add Supertype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:TupleType,Class,IDEAS:TupleType,,Class,IDEAS:TupleType,Generalization,IDEAS:superSubtype,from,Supertype Of,Add Subtype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:TupleType,Class,IDEAS:Type,,Class,,Generalization,IDEAS:superSubtype,to,Subtype Of,,TRUE,FALSE,TRUE,TRUE,,0
Class,IDEAS:Type,Class,IDEAS:TupleType,,Class,,Generalization,IDEAS:superSubtype,from,Supertype Of,,TRUE,FALSE,TRUE,TRUE,,0
Class,IDEAS:PlaceableType,Class,IDEAS:PlaceableType,,Class,IDEAS:PlaceableType,Generalization,IDEAS:superSubtype,to,Subtype Of,Add Supertype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:PlaceableType,Class,IDEAS:PlaceableType,,Class,IDEAS:PlaceableType,Generalization,IDEAS:superSubtype,from,Supertype Of,Add Subtype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:PlaceableType,Class,IDEAS:Type,,Class,,Generalization,IDEAS:superSubtype,to,Subtype Of,,TRUE,FALSE,TRUE,TRUE,,0
Class,IDEAS:Type,Class,IDEAS:PlaceableType,,Class,,Generalization,IDEAS:superSubtype,from,Supertype Of,,TRUE,FALSE,TRUE,TRUE,,0
Class,IDEAS:IndividualType,Class,IDEAS:IndividualType,,Class,IDEAS:IndividualType,Generalization,IDEAS:superSubtype,to,Subtype Of,Add Supertype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:IndividualType,Class,IDEAS:IndividualType,,Class,IDEAS:IndividualType,Generalization,IDEAS:superSubtype,from,Supertype Of,Add Subtype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:IndividualType,Class,IDEAS:Type,,Class,,Generalization,IDEAS:superSubtype,to,Subtype Of,,TRUE,FALSE,TRUE,TRUE,,0
Class,IDEAS:Type,Class,IDEAS:IndividualType,,Class,,Generalization,IDEAS:superSubtype,from,Supertype Of,,TRUE,FALSE,TRUE,TRUE,,0
Class,IDEAS:NamingScheme,Class,IDEAS:NamingScheme,,Class,IDEAS:NamingScheme,Generalization,IDEAS:superSubtype,to,Subtype Of,Add Supertype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:NamingScheme,Class,IDEAS:NamingScheme,,Class,IDEAS:NamingScheme,Generalization,IDEAS:superSubtype,from,Supertype Of,Add Subtype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:NamingScheme,Class,IDEAS:Type,,Class,,Generalization,IDEAS:superSubtype,to,Subtype Of,,TRUE,FALSE,TRUE,TRUE,,0
Class,IDEAS:Type,Class,IDEAS:NamingScheme,,Class,,Generalization,IDEAS:superSubtype,from,Supertype Of,,TRUE,FALSE,TRUE,TRUE,,0
Class,IDEAS:Name,Class,IDEAS:Name,,Class,IDEAS:Name,Generalization,IDEAS:superSubtype,to,Subtype Of,Add Supertype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:Name,Class,IDEAS:Name,,Class,IDEAS:Name,Generalization,IDEAS:superSubtype,from,Supertype Of,Add Subtype,TRUE,TRUE,TRUE,TRUE,,0
Class,IDEAS:Type,Class,IDEAS:Powertype,,Class,,Generalization,IDEAS:superSubtype,to,Subtype Of,Add Supertype,TRUE,FALSE,TRUE,TRUE,,0
